Name,University,Major,Graduation Year,Skills,Achievements,Experience,Email ID
Sam Thomas,UC Berkeley,Bioinformatics,2025,"TensorFlow, C++, Rust, MATLAB, Java, JavaScript, Scala","Conference Speaker, Hackathon Finalist, Tech Blog Contributor","Teaching Assistant for CS courses, Cybersecurity Intern at Microsoft",samthomasEUCEJ@gmail.comEmail ID
Peyton Miller,University of Texas at Austin,Cybersecurity,2030,"Node.js, CSS, GraphQL, Computer Vision, Data Analysis, Ansible, Rust","Hackathon Finalist, Best Thesis Award","Data Analyst Intern at Oracle, Machine Learning Intern at Meta",peytonmillerZOSNA@gmail.comEmail ID
Peyton Lewis,Stanford University,Information Systems,2025,"C++, Blockchain, React, HTML, JavaScript, Go","Tech Blog Contributor, Dean's List","Cloud Engineer Intern at IBM, Data Analyst Intern at Oracle",peytonlewisIMGHP@gmail.comEmail ID
Skyler Thomas,University of Michigan,Artificial Intelligence,2029,"Kubernetes, Computer Vision, JavaScript, Blockchain",Innovation Grant Recipient,"Cloud Engineer Intern at Salesforce, Intern at SpaceX",skylerthomasWSMUP@gmail.comEmail ID
Peyton Smith,Cornell University,Computer Science,2030,"Linux, SQL, Java, Ansible","Patent Holder, Published Research Paper, Startup Founder","Software Developer Intern at Adobe, Data Analyst Intern at Oracle",peytonsmithUNELP@gmail.comEmail ID
Quinn Garcia,Princeton University,Bioinformatics,2027,"Node.js, JavaScript, Rust, Go, Ansible","Conference Speaker, Winner of AI Challenge, Best Thesis Award",Full Stack Intern at Shopify,quinngarciaVBBUM@gmail.comEmail ID
Quinn Clark,Cornell University,Robotics,2029,"HTML, MATLAB, TensorFlow, CSS","Open Source Contributor, Robotics Competition Winner, Internship at FAANG","Machine Learning Intern at Meta, Intern at Tesla (Autopilot team)",quinnclarkVBZCL@gmail.comEmail ID
Casey Smith,Purdue University,Artificial Intelligence,2025,"SQL, React, Cloud Computing, Java",Scholarship Recipient,Research Assistant in AI Lab,caseysmithBVLAF@gmail.comEmail ID
Cameron Harris,UCLA,Data Science,2030,"Data Analysis, Java, Computer Vision, Cloud Computing",Coding Competition Winner,AI Research Intern at OpenAI,cameronharrisNPZZI@gmail.comEmail ID
Jordan White,UC Berkeley,Bioinformatics,2026,"React, Docker, GraphQL, Ansible, Rust",Startup Founder,"Cybersecurity Intern at Microsoft, Startup Co-Founder (Tech Product)",jordanwhiteLJTAC@gmail.comEmail ID
Logan Walker,Princeton University,Bioinformatics,2025,"Java, Deep Learning, Data Analysis, NLP, Scala, Rust","Best Thesis Award, Winner of AI Challenge, Robotics Competition Winner","Data Science Intern at Amazon, AI Research Intern at OpenAI",loganwalkerJRKOS@gmail.comEmail ID
Taylor Harris,Caltech,Electrical Engineering,2027,"Java, Machine Learning, Computer Vision, GraphQL",Conference Speaker,Cloud Engineer Intern at Salesforce,taylorharrisSLTWC@gmail.comEmail ID
Cameron Lee,MIT,Robotics,2030,"Ansible, C++, Kubernetes, SQL, Rust, HTML, Computer Vision",Best Thesis Award,Intern at Tesla (Autopilot team),cameronleeWMYGF@gmail.comEmail ID
Logan Jackson,University of Illinois Urbana-Champaign,Computer Science,2028,"MATLAB, SQL, TensorFlow, Java, C++",Innovation Grant Recipient,"Data Analyst Intern at Oracle, Cybersecurity Intern at Microsoft",loganjacksonGOKNJ@gmail.comEmail ID
Jordan Williams,Stanford University,Computer Science,2028,"SQL, Computer Vision, React, Scala, NLP, CSS, Cloud Computing",Published Research Paper,"Startup Co-Founder (Tech Product), AI Research Intern at OpenAI",jordanwilliamsWFNWG@gmail.comEmail ID
Drew Taylor,Georgia Tech,Artificial Intelligence,2026,"Go, Cybersecurity, NLP, CSS, Rust","Hackathon Finalist, Coding Competition Winner","Intern at Tesla (Autopilot team), Machine Learning Intern at Meta",drewtaylorITKSS@gmail.comEmail ID
Skyler Brown,Carnegie Mellon University,Robotics,2029,"Node.js, Deep Learning, CSS, Docker Swarm","Internship at FAANG, Startup Founder, Dean's List",AI Research Intern at OpenAI,skylerbrownMYQJA@gmail.comEmail ID
Quinn White,Princeton University,Software Engineering,2025,"Kubernetes, SQL, Linux, Docker","Best Thesis Award, Open Source Contributor, Internship at FAANG",Software Engineering Intern at Google,quinnwhitePCOSB@gmail.comEmail ID
Cameron Smith,University of Michigan,Bioinformatics,2029,"NLP, TensorFlow, Blockchain, Linux, Rust, Scala, Cloud Computing","Robotics Competition Winner, Winner of AI Challenge, Tech Blog Contributor","Software Developer Intern at Adobe, Machine Learning Intern at Meta",cameronsmithLWZSA@gmail.comEmail ID
Jordan Jackson,UC Berkeley,Bioinformatics,2030,"Linux, Ansible, SQL, TensorFlow, Node.js, Cybersecurity, Data Analysis",Winner of AI Challenge,Cloud Engineer Intern at Salesforce,jordanjacksonBEHTC@gmail.comEmail ID
Taylor Lee,University of Michigan,Data Science,2030,"Kubernetes, PyTorch, GraphQL, Linux, NLP, AWS, Node.js","Best Thesis Award, Coding Competition Winner",Intern at Tesla (Autopilot team),taylorleeKCTQG@gmail.comEmail ID
Casey Clark,UCLA,Bioinformatics,2025,"JavaScript, CSS, Ansible, HTML, Cloud Computing, GraphQL","Coding Competition Winner, Innovation Grant Recipient, Published Research Paper","Machine Learning Intern at Meta, Software Engineering Intern at Google",caseyclarkYGNEP@gmail.comEmail ID
Riley Johnson,Caltech,Computer Science,2026,"Scala, HTML, C++, AWS, Machine Learning","Tech Blog Contributor, Innovation Grant Recipient, Hackathon Finalist","Teaching Assistant for CS courses, Cybersecurity Intern at Microsoft",rileyjohnsonZZGOR@gmail.comEmail ID
Quinn Moore,University of Michigan,Cybersecurity,2030,"C++, SQL, Linux, Docker, Java, Rust, Cybersecurity","Internship at FAANG, Open Source Contributor, Conference Speaker","Software Engineering Intern at Google, Research Assistant in AI Lab",quinnmooreVLAZV@gmail.comEmail ID
Avery Brown,University of Illinois Urbana-Champaign,Cybersecurity,2029,"Computer Vision, SQL, MATLAB, CSS, Rust, Java","Patent Holder, Startup Founder","Machine Learning Intern at Meta, Data Science Intern at Amazon",averybrownJBMEX@gmail.comEmail ID
Blake White,Carnegie Mellon University,Computer Science,2027,"JavaScript, Deep Learning, Rust, PyTorch, Blockchain","Dean's List, Robotics Competition Winner",Cloud Engineer Intern at IBM,blakewhiteNEISD@gmail.comEmail ID
Avery Johnson,University of Washington,Artificial Intelligence,2026,"Docker Swarm, SQL, JavaScript, MATLAB, PyTorch, Rust","Hackathon Finalist, Innovation Grant Recipient","Software Engineering Intern at Google, Intern at SpaceX",averyjohnsonVJTND@gmail.comEmail ID
Kendall Smith,MIT,Cybersecurity,2028,"CSS, PyTorch, Java, Deep Learning","Dean's List, Tech Blog Contributor, Best Thesis Award","Cloud Engineer Intern at Salesforce, Software Developer Intern at Adobe",kendallsmithLPHDW@gmail.comEmail ID
Sam Jackson,UC Berkeley,Software Engineering,2026,"AWS, GraphQL, Computer Vision, Scala, PyTorch","Dean's List, Hackathon Winner",Full Stack Intern at Shopify,samjacksonWTBFN@gmail.comEmail ID
Cameron Miller,Princeton University,Computer Science,2027,"CSS, Linux, Data Analysis, Go, Node.js, Cybersecurity, Scala","Winner of AI Challenge, Tech Blog Contributor, Published Research Paper","Data Science Intern at Amazon, Full Stack Intern at Shopify",cameronmillerXYFAK@gmail.comEmail ID
Charlie Anderson,Georgia Tech,Data Science,2028,"Python, Node.js, AWS, Computer Vision, Deep Learning, Docker, Blockchain","Startup Founder, Coding Competition Winner, Scholarship Recipient","Machine Learning Intern at Meta, Startup Co-Founder (Tech Product)",charlieandersonNOVHP@gmail.comEmail ID
